"id","date","text","codes","definitions","sections"
"8805568","2014-08-12","1. A sewing machine, comprising: a feed portion that is configured to feed a work cloth in a feed direction; a detection portion that is configured to detect ultrasonic waves; a processor; and a memory that is configured to store computer-readable instructions that, when executed by the processor, cause the processor to perform processes comprising:","D05B ","D05B:SEWING (appliances for the tailoring trade A41H; sewing tables A47B29/00; sewing in bookbinding B42B2/00; sewing machines modified for knitting D04B39/08)
;","D"
"9027214","2015-05-12","1. A device for producing interlaced knots in a multifilament thread comprising: a. a nozzle ring, which includes a circumferential guide groove and a plurality of spaced apart nozzle bores opening radially onto a groove base of the guide groove; b. a stationary pressure chamber associated with the nozzle ring and including an air connection; and, c. a chamber aperture that extends radially over the stationary pressure chamber an amount defined by an aperture angle (α), wherein the chamber aperture and the nozzle bores are configured such that, upon rotation of the nozzle ring, at least two nozzle bores are simultaneously fluidly connected with the chamber aperture.","D02G D02J ","D02G:CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS; YARNS OR THREADS
;D02J:FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE (curling or crimping D02G; by treatment with liquids, gases or vapours D06B; finishing other than by liquid treatment, of yarns in warp or sheet form D06C; for chemical matters, see D06L, D06M, D06P, D06Q; treatment during rope-making, apparatus for treating ropes auxiliary to rope-making D07B)
;","D"
"9228283","2016-01-05","1. A vertical axis washing machine appliance, comprising: a cabinet; a lid rotatably mounted to the cabinet at a top portion of the cabinet, the lid having a first layer and a second layer, the first layer positioned above the second layer such that the first and second layers of the lid are separated by a gap defined by the first and second layers; a tub positioned within the cabinet; a basket disposed within the tub and rotatable about a vertical axis within the tub; a heater positioned within the tub at a bottom portion of the tub; an inlet conduit having an outlet positioned at the tub; a valve coupled to the inlet conduit; a controller in operative communication with the valve and the heater, the controller configured for selectively actuating the valve in order to direct liquid into the tub via the inlet conduit, the controller also configured for selectively operating the heater in order to generate steam from liquid within the tub; a garment hanger support positioned at the top portion of the cabinet over the basket, the garment hanger support positioned for supporting a garment hanger such that an article on the garment hanger is positioned within the wash chamber of the basket; wherein the controller is configured to execute a wash cycle and a steam cycle; further comprising a garment hanger sensor positioned at the garment hanger support configured to detect the presence of the garment hanger, the controller being in operative communication with the garment hanger sensor; wherein the controller only permits access to the steam cycle in response to the garment hanger being detected by the garment hanger sensor.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8984914","2015-03-24","1. A system for controlling a supply of ozone for laundering clothing, the system comprising at least one washing machine comprising: an internal drum for containing both laundry to be washed and a quantity of water; at least one ozone sampling outlet for sampling an ozone concentration of the washing machine; an ozone generator, coupled to the washing machine, for producing and supplying ozone to the water in the washing machine; an ozone exhaust sensor, coupled with the ozone sampling outlet, for sensing a concentration of ozone within the washing machine during operation of the washing machine; a controller for controlling a flow of ozone from the ozone generator to the washing machine; the controller including a temporary interrupt mechanism coupling the ozone exhaust sensor to the ozone generator, the controller being configured for:","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"9014837","2015-04-21","1. A method for creating a crystal/rhinestone template utilizing a sewing or embroidery machine to perforate a medium in a desired pattern for a multiple-needle sewing or embroidery machine, comprising the steps of: replacing the multiple-needle sewing or embroidery machine's needle by attaching a perforator blade and a perforator blade holder to a needle bar of said machine, and replacing a needle plate of the machine with a perforator plate and waste holder; placing a template medium on a work surface of the machine; and operating the machine using software that reads a user-specified pattern or motif outline for filling stones in vector form.","D05B D05C ","D05B:SEWING (appliances for the tailoring trade A41H; sewing tables A47B29/00; sewing in bookbinding B42B2/00; sewing machines modified for knitting D04B39/08)
;D05C:EMBROIDERING; TUFTING (making non-woven fabrics D04H; sewing D05B)
;","D"
"8590578","2013-11-26","1. A device for the formation of a leno selvedge including: a frame for installation on the heddle shafts of a loom, wherein the frame has at least one needle pair for two leno threads, wherein the needle pair is mounted in the frame in such manner that it can pivot around the longitudinal axis of the frame, wherein the device includes a pivot drive for the pivoting of said at least one needle pair; and wherein the pivot drive comprises a carrier which has at least two permanent magnets disposed above one another with a space between them forming an air gap, wherein a movement member is disposed in a pivoting manner on one axis of the frame, wherein the movement member has a head with at least one coil, wherein the head is in an air gap, and wherein the movement member is connected on the end opposing the head to at least one needle pair.","D03C D03D ","D03C:SHEDDING MECHANISMS; PATTERN CARDS OR CHAINS; PUNCHING OF CARDS; DESIGNING PATTERNS
;D03D:WOVEN FABRICS; METHODS OF WEAVING; LOOMS
;","D"
"8845757","2014-09-30","1. Cellulosic fibers having intrafiber cross-links formed with a phosphinate-containing telomer of acrylic acid having improved penetration and flow into the cellulosic fiber, the telomer having a glass transition temperature dried (T gd ) from about 70° C. to about 105° C., the telomer having a number average of monomer units of no greater than about 15, and having monoalkyl-substituted phosphinate groups and dialkyl-substituted phosphinate groups, wherein the telomer comprises the phosphinate-containing telomer of polyacrylic acid or the phosphinate-containing co-telomer of acrylic acid, the phosphinate-containing co-telomer having at least 90 wt % acrylic acid as the reactive monomer, in copolymerized form, wherein in the co-telomer, at least one co-monomer, in copolymerized form, is selected from hydroxyethyl acrylate, hydroxyethyl methacrylate, acrylamide, methacrylamide, 3-allyloxy-1,2-propane-diol, trimethylolpropaneallylether and dimethylaminoethyl(meth)acrylate, and, further, wherein the telomer has a Penetration Factor of at least 65 wt. %.","D06M D21C ","D06M:TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS D06, OF FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS
;D21C:PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR
;","D"
"9353472","2016-05-31","1. A washing machine appliance, comprising: a cabinet; a wash chamber located within said cabinet and configured for containing fluid during operation of the washing machine appliance; a wash basket rotatably mounted within said wash chamber and configured for receipt of articles for washing; a fluid additive dispenser positioned near said wash chamber and configured for feeding one or more fluid additives into said wash chamber, said fluid additive dispenser comprising:","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"9273421","2016-03-01","1. A sewing machine take-up rail assembly for a sewing frame, the take-up rail assembly having a capability for receiving and coiling a fabric sewed by a sewing machine positioned on the sewing frame, the take-up rail assembly comprising: a fixed idler rail attachable to the sewing frame; a take-up rail movably attachable to the sewing frame, the take-up rail having a capability for a longitudinal movement of the take-up rail with respect to the fixed idler rail as the sewing machine moves with respect to the sewing frame, the take-up rail having a capability for receiving and coiling the fabric sewed by the sewing machine; and a take-up rail control mechanism for controlling the longitudinal movement of the take-up rail with respect to the fixed idler rail as the sewing machine moves with respect to the sewing frame.","D05B ","D05B:SEWING (appliances for the tailoring trade A41H; sewing tables A47B29/00; sewing in bookbinding B42B2/00; sewing machines modified for knitting D04B39/08)
;","D"
"9506195","2016-11-29","1. A paper formed by a method comprising treating a cellulosic fiber or an aqueous pulp slurry with a treatment composition comprising: an anionic polyacrylamide resin and an aldehyde functionalized polymer resin, wherein the complex of the anionic polyacrylamide resin and the aldehyde-functionalized polymer resin possesses a net cationic charge.","D21H ","D21H:PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C OR D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR
;","D"
"9476152","2016-10-25","1. A method of forming tufted articles comprising: moving a backing through a tufting zone; feeding a series of yarns to a series of needles, wherein the needles are arranged in at least two rows along one or more needle bars, and wherein the needles of each row of needles are transversely spaced apart by a distance that is less than a prescribed gauge spacing for the tufts of the tufted article; reciprocating the needles into and out of the backing; engaging the needles of each row of needles with a series of gauge parts, at least a portion of the gauge parts engaging at least one needle of each of the rows of needles so as to pick at least one yarn from the at least one needle of each row of needles engaged thereby; and forming a series of tufts of yarns in the backing; wherein the tufted article is formed with a desired stitch density at an increased production rate.","D05C ","D05C:EMBROIDERING; TUFTING (making non-woven fabrics D04H; sewing D05B)
;","D"
"8951389","2015-02-10","1. A process comprising: operating a forming fabric of a Fourdrinier machine in a rush or drag mode to promote an initial machine direction alignment of paper fibers within a paper web deposited onto the forming fabric in a forming board section; adjusting height of a plurality of height adjustable blades in the forming board section, wherein the forming board section includes a plurality of fixed blades; adjusting angles of a plurality of angle adjustable foil blades, heights of a plurality of height adjustable foils blades, and vacuum levels on vacuum assisted dewatering units of a first set of elements in a low-vacuum section to immediately freeze the machine direction alignment of paper fibers and to produce a high amount of turbulence to keep the paper fibers mobile and prevent entanglement; and adjusting angles of a plurality of angle adjustable foil blades, heights of a plurality of height adjustable foil blades, and vacuum levels of a second set of elements in a low-vacuum section to create moderate turbulence levels and prevent disruption of the machine direction alignment fiber orientation achieved in the initial sheet dewatering zone; wherein the second set of elements in the low-vacuum section are located downstream in of the first set of elements in a machine direction.","D21F ","D21F:PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON
;","D"
"9611582","2017-04-04","1. A washing machine comprising: a cabinet; a tub disposed within the cabinet, to store wash water; a rotating tub rotatably disposed within the tub; a pulsator rotatably disposed within the rotating tub; a motor disposed beneath the tub, to provide power for rotation of the rotating tub and the pulsator; and a clutch assembly disposed between the motor and the rotating tub, wherein the clutch assembly comprises","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8578627","2013-11-12","1. A method of controlling operation of a clothes dryer comprising a drying chamber and a moisture sensor having a conductivity circuit with spaced contacts extending into the drying chamber and providing an output signal related to a conductivity of laundry, the method comprising: modulating the output signal to a frequency band different than the frequency band of the output signal by generating a pulse width modulation of the output signal having a duty cycle indicative of the laundry providing electrical conductivity across the spaced contacts to form a generated modulated output signal; and filtering the modulated output signal within a predetermined frequency band to generate an output signal indicative of laundry providing electrical conductivity across the spaced contacts.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8475539","2013-07-02","1. A textile auxiliary composition consisting of: a. one or more hydroxyalkylamines of formula: NX b. one or more anionic surfactants chosen from among alkyl sulphates, alkyl sulphonates, alkylaryl sulphonates, alkylether phosphates, alkyl carboxylates, and at least one compound (c) and/or (d) such that: c. is chosen from among one or more thioureas (thiocarbamides) of formula R d. is chosen from among one or more dialkyl sulphosuccinates or the salts of alkali and alkaline earth metals thereof in combination with one or more anti-freeze agents chosen from among methanol, isopropanol, glycols, or glycol ethers and wherein (a) represents 1 to 15 weight %, (b) represents 20 to 40 weight %, at least one of: (c) and (d) represent 3 to 15 weight % of the composition, and wherein the composition is diluted in water and the total quantity by weight of active matter represented by compounds (a), (b), (c) and/or (d) ranges from 0.2% to 25%.","D06M D06P ","D06M:TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS D06, OF FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS
;D06P:DYEING OR PRINTING TEXTILES; DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM
;","D"
"8806901","2014-08-19","1. A rotary sinker arranged between a plurality of stitch forming portions of a knitting machine, comprising: a rotary portion which rotates about an axial line; and a supporting portion which supports the rotary portion in a rotatable manner; wherein the rotary portion includes a plurality of rotating bodies each including a sinker tooth on a periphery thereof, the sinker tooth is a convex portion capable of retaining a knitting yarn; the plurality of rotating bodies are not fixed together such that the plurality of rotating bodies rotate about the axial line independently from one another; and each of the plurality of rotating bodies is defined by a substantially flat member, and the rotating bodies are stacked on one another in a thickness direction of the substantially flat members.","D04B ","D04B:KNITTING
;","D"
"9624616","2017-04-18","1. A laundry treatment apparatus comprising: a cabinet including an introduction opening through which laundry is introduced into the apparatus; a drum rotatably disposed in the cabinet and including a drum inlet provided at a front side thereof, the drum inlet communicating with the introduction opening; at least three balancers fixed to the drum such that they are spaced apart from one another by regular angular intervals around a rotational center of the drum, each of the at least three balancers being divided into a front chamber close to the front side of the drum and a rear chamber close to a rear side of the drum for accommodation of liquid and including a guide channel member for guiding liquid to the rear chamber, the guide channel member having a pipe-shape; a channel unit comprising a first channel member for supplying liquid to the front chambers of the balancers and a second channel member for supplying liquid to the guide channel members of the balancers; and a supply unit capable of concurrently supplying liquid to both the first and second channel members or selectively supplying liquid to one of the first and second channel members, wherein each of the at least three balancers comprises: a storage body fixed to the drum and having a space for accommodating liquid; a first supply hole provided at a front side of the storage body and communicating with the first channel member; and a second supply hole provided at the front side of the storage body so as to be positioned farther than the first supply hole from the rotational center of the drum and connecting the second channel member with the guide channel member, and wherein the guide channel member is bent toward the rotational center of the drum away from the second supply hole and then extends into the rear chamber of the balancer.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8808503","2014-08-19","1. A method of making paper, comprising: providing a cellulosic fibrous material comprising a plurality of elongated fibers having a fiber wall surrounding a hollow interior, the fibrous material having moisture present at a level sufficient to provide the cellulosic fibrous material in the form of dewatered crumb pulp; heating the dewatered crumb pulp, in a first heating process by adding heat energy to the dewatered crumb pulp in a steam condensation process; adding calcium hydroxide particles to the dewatered crumb pulp, after the first heating process, to form a pulp mixture having between 5% and 60% solids by weight, in a manner such that at least some of the calcium hydroxide becomes associated with the water present in the pulp mixture and the calcium hydroxide particles added have a mean nano-scale particle size in order to increase the rate of solubility for calcium ion release; contacting, in a pressurized refiner, said pulp mixture with carbon dioxide and high shear mixing in order to precipitate calcium carbonate partly within the cell walls of said fibrous material and displacing bound water; forming a web from the pulp mixture that has been subjected to the heating and the high shear; heating the web by adding energy in a steam box; and wet pressing the web.","D21C D21H ","D21C:PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR
;D21H:PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C OR D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR
;","D"
"8434332","2013-05-07","1. A rotary sinker, comprising: a rotating body which can rotate about an axis; and a supporting member which rotatably supports the rotating body, wherein a circumference edge portion of the rotating body is provided with sinker teeth formed of a plurality of projecting sections to which rotational drive force is transmitted and with which a knitting yarn can be engaged, wherein the rotary sinker is configured to hold a yarn loop with the sinker teeth of the rotating body, and is configured to release a yarn loop from a rotor of a knitting element.","D04B ","D04B:KNITTING
;","D"
"8701309","2014-04-22","1. A dryer comprising: a drum installed in a rotatable manner and configured to accommodate an object to be dried therein; a front support installed at an entrance of the drum to support the drum; a rear support installed at an opposite side of the entrance of the drum to support the drum; an exhaust hole formed in the front support, through which interior air of the drum is discharged; and a humidity sensor installed to the front support at a position adjacent to the exhaust hole and serving to detect humidity of the air to be introduced into the exhaust hole, wherein the installation position of the humidity sensor allows the air moving in a rotating direction of the drum within the drum to pass a surface of the humidity sensor prior to being discharged through the exhaust hole.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"9200403","2015-12-01","1. A garment care appliance comprising: a housing; a sole plate coupled to the housing and having a plurality of openings formed therein; a water reservoir located within the housing; a first steam chamber in selective fluid communication with the water reservoir via a first feed channel; a second steam chamber in selective fluid communication with the water reservoir via a second feed channel and in thermal communication with the heater, the plurality of openings in the sole plate being in fluid communication with the second steam chamber; a heater in thermal communication with the sole plate and the first steam chamber, the heater being configured to heat the sole plate and water in the first steam chamber received from the water reservoir to generate steam and further configured to heat water in the second steam chamber received from the water reservoir to generate steam that is emitted through the plurality of openings in the sole plate; a steam nozzle mounted to the housing and in fluid communication with the first steam chamber for emitting at least a first volume of the steam generated in the first steam chamber; a first valve coupled to the first feed channel for selectively controlling flow of water from the water reservoir into the first steam chamber; and a second valve coupled to the second feed channel for selectively controlling flow of water from the water reservoir into the second steam chamber; a three-position switch coupled to the first and second valves such that in a first position, the first and second valves are closed, in a second position, the first valve is open and the second valve is closed, and in a third position, the second valve is open and the first valve is closed; and a feedback tube extending between the first steam chamber and the water reservoir for passing at least a second volume of the steam generated in the first steam chamber to the water reservoir.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"9297095","2016-03-29","1. A penetration-resistant fabric manufacturing method which prevents yarn breakage during the manufacturing process, comprising the steps of: (i) blending a fusible yarn and a support yarn to form a blended yarn; wherein the blended yarn comprises 22.2% by weight of the fusible yarn and 77.8% by weight of the support yarn; (ii) forming the blended yarn and an elastomeric yarn into a fabric by weaving; (iii) treating the fabric by heating so that the fusible yarn melts and spreads over the fabric; (iv) cooling the fabric to form a penetration barrier.","D03D D06P D10B ","D03D:WOVEN FABRICS; METHODS OF WEAVING; LOOMS
;D06P:DYEING OR PRINTING TEXTILES; DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM
;D10B:INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION D, RELATING TO TEXTILES
;","D"
"9797095","2017-10-24","1. An aqueous sizing composition for optical brightening of substrates, including paper, comprising a) at least one optical brightener of formula (I) wherein the anionic charge on the brightener is balanced by a cationic charge including one or more identical or different cations selected from the group consisting of hydrogen, an alkali metal cation, alkaline earth metal, ammonium, ammonium which is mono-, di-, tri- or tetrasubstituted by a C R R R p is 0, 1 or 2, b) at least one dye of formula (II) wherein R R M is a cation selected from the group consisting of hydrogen, an alkali metal cation, alkaline earth metal, ammonium, ammonium which is mono-, di-, tri- or tetrasubstituted by a C (c) at least one binder comprising enzymatically or chemically modified starch, oxidized starch, hydroxyethylated starch, acetylated starch, native starch, anionic starch, cationic starch, or amphoteric starch, (d) optionally one or more divalent metal salts and (e) water, wherein the concentration of compounds of formula (I) in the sizing composition is between 0.2 and 60 g/l and wherein the concentration of compounds of formula (II) in the sizing composition is between 0.01 and 30 mg/l.","D21H ","D21H:PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C OR D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR
;","D"
"8985325","2015-03-24","1. An iron case comprising: a table where an iron is placed; a receiving case that surrounds the iron and has a lower opening that is closed by the table; and a locking mechanism that detachably combines the table with the receiving case, wherein the locking mechanism includes, a locking portion formed on a side of the table; a locking body formed at the receiving case and engaged with the locking portion; an operating button coupled to the locking body disposed on the outside surface of the receiving case configured to be moved in an outward direction away from the receiving case and to thereby disengage the locking body from the locking portion of the table; a locking spring disposed in the receiving case configured to urge the operating button towards the table so that the locking body engages the locking portion of the table; and a claw formed at an upper end portion of the operating button; and a hole where the claw is inserted to a side of the receiving case from outside, and wherein the claw has a first contact portion that comes in contact with an outer surface around the hole of the receiving case and a second contact portion that comes in contact with an inner surface around the hole of the receiving case.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8834775","2014-09-16","1. A method of manufacturing nanofibers by electrically stretching a solution in space, said method comprising: providing an effusing body including a tip part having an elongated flat face, a plurality of effusing holes terminating in openings in an outer surface of the elongated flat face, and two side wall parts extending along both sides of the effusing holes, the side wall parts rising from the tip part such that the distance between the side wall parts increases in a direction away from the tip part, wherein the openings are disposed at given intervals to form a one-dimensional array and the tip part has a width that is larger than a diameter of the openings; supplying the solution to the effusing body; forming and retaining cones of the solution on the elongated flat face of the tip part of the effusing body, wherein the cones of the solution cover the openings; effusing, into the space, the solution from the cones of the solution that are formed and retained on the elongated flat face of the tip part of the effusing body; and applying a given voltage between the effusing body and a charging electrode disposed at a given distance from the effusing body to produce the nanofibers.","D01D ","D01D:MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS
;","D"
"8632657","2014-01-21","1. A method of treating and utilizing liquid flows at a chemical pulp mill comprising: producing brown stock pulp in an alkaline cooking process; bleaching the brown stock pulp in a pulp bleaching plant using elemental chlorine free (ECF) bleaching, wherein chloride-containing bleaching effluents are formed by the bleaching; in a first effluent treatment line, purifying the bleaching effluents with a biological treatment to remove lignin from the effluents, and returning at least a portion of the purified bleach effluents for use as water at a first location in the chemical pulp mill; in a second effluent treatment line, purifying other effluents produced in bleaching of the pulp, wherein the concentration of chlorides in the other effluents is lower than the concentration of chlorides in the bleaching effluents; whereby a second effluent treatment line returns the purified other effluents to a second location in the pulp mill separated from the first location.","D21C ","D21C:PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR
;","D"
"9506178","2016-11-29","1. A laundry machine comprising: a cabinet; a tub within the cabinet; a drum rotatably arranged in the tub for containing laundry, wherein the drum includes a plurality of holes to allow water to pass therethrough; a nozzle to spray water to the drum; a water supply line to supply the water to the nozzle; a drain to drain the tub; a driving unit to rotate the drum; a controller configured to perform a balancing cycle, the controller configured to perform a rinsing cycle, the controller configured to perform a spinning cycle, wherein the drum is rotated continuously between the rinsing cycle and the spinning cycle without further balancing of the laundry.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"9499932","2016-11-22","1. A detergent drawer for a washing machine, the detergent drawer comprising a linear guiding, a first holder for a detergent container, a second holder for a front plate, the front plate arranged at the second holder, wherein the linear guiding provides a displacement of a movable portion of the detergent drawer relative to the washing machine and at least approximately perpendicular to an operating panel of the washing machine in a direction of motion, wherein the detergent drawer has a driving mechanism configured to automatically open the detergent drawer using a mechanically generated force, when a user applies a pushing force to the front plate in a closed state of the detergent drawer and then releases the front plate, wherein the detergent drawer comprises a housing part, a control mechanism displaceable in the direction of motion and a tensioning element, wherein the tensioning element is configured to provide in the tensioned state a force approximately in the direction of motion between the housing part and a part of the detergent drawer moveable relative to the housing part, wherein: the control mechanism comprises a pivotable locking lever, the moveable portion comprises a guiding pin, and the housing part comprises a locking pin, wherein the locking lever is configured and arranged such that the locking lever receives the guiding pin in a first position along the direction of motion, and pivots to both release the guiding pin, in a second position along the direction of motion, and receive the locking pin, wherein the housing part is configured to be fixedly connected with the washing machine.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8763184","2014-07-01","1. A method of operating a laundry machine having a rotatable drum, comprising: defining a plurality of drum motions based on drum speed, drum rotational direction, amount of drum rotation, change in drum rotational direction, and amount of force greater than zero required to overcome drum momentum and change drum direction; selecting at least three drum motions of the plurality of drum motions based on at least one of a plurality of washing conditions or a selected washing course; and operating the laundry machine based on the selected at least three drum motions, wherein selecting at least three drum motions comprises selecting at least three of:","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"9139948","2015-09-22","1. A clothes dryer, comprising: a drum to accommodate clothes; an air suction line to suck air into the drum; an air exhaust line to exhaust air from the drum; a heat pump circuit including a compressor, a radiator, a pressure reducer, and a heat absorber, wherein the heat absorber is provided in the air exhaust line, and the radiator is provided in the air suction line; a first blowing mechanism provided in the air exhaust line; a second blowing mechanism provided in the air suction line; a heater arranged downstream of the radiator in the air suction line; and a controller to control the first and second blowing mechanisms, wherein the controller controls an air blowing rate of the second blowing mechanism, based on an internal pressure of the drum, a refrigerant temperature of the heat absorber, and a refrigerant pressure of the radiator, and wherein the controller stops the heater when the radiator has a refrigerant pressure not less than a predetermined pressure causing the second blowing mechanism to have a maximum air blowing rate.","D06F ","D06F:LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES
;","D"
"8578871","2013-11-12","1. An automated flanging machine, comprising: a table adapted to support a work panel, wherein at least a portion of a bottom surface of the work panel is in contact with at least a portion of a top surface of the table; a sewing head mounted directly adjacent to the table, the sewing head for performing a sewing operation on the work panel; at least one turning arm mounted adjacent to the table, adapted to selectively turn the work panel on the table; and a rear conveyor mounted adjacent to the table, the rear conveyor comprising a conveyor belt and a conveyor pressure skid, wherein the rear conveyor is adapted to selectively move the work panel on the table, wherein the conveyor belt is adapted to engage against at least a portion of the bottom surface of the work panel, and further wherein the conveyor pressure skid is adapted to engage against at least a portion of a top surface of the work panel.","D05B ","D05B:SEWING (appliances for the tailoring trade A41H; sewing tables A47B29/00; sewing in bookbinding B42B2/00; sewing machines modified for knitting D04B39/08)
;","D"
"8763542","2014-07-01","1. A sewing machine comprising: a sewing device configured to form stitches on a sewing workpiece held by an embroidery frame; a processor; and a memory configured to store computer-readable instructions that, when executed by the processor, instruct the processor to perform processes comprising: acquiring embroidery data, the embroidery data being data to sew an embroidery pattern on the sewing workpiece, the embroidery pattern being formed by a plurality of stitches; generating stitched marker data based on the acquired embroidery data, the stitched marker data being data to form at least one stitched marker in a position where the at least one stitched marker is covered by the embroidery pattern, and each of the at least one stitched marker being formed by at least one stitch used as a reference for at least one of a first sewing position and a first sewing angle of the embroidery pattern; causing the sewing device to sew the at least one stitched marker in accordance with the generated stitched marker data; causing the sewing device to start sewing the embroidery pattern in accordance with the acquired embroidery data; identifying a pattern to be sewn when the sewing of the embroidery pattern is stopped, the pattern to be sewn having at least one stitch included in the plurality of stitches of the embroidery pattern and not yet sewn; detecting at least one of a second sewing position and a second sewing angle of the at least one stitched marker on the sewing workpiece when the sewing of the embroidery pattern is stopped; setting at least one of a third sewing position and a third sewing angle of the identified pattern to be sewn, in accordance with at least one of a fourth sewing position and a fourth sewing angle of a sewn pattern on the sewing workpiece, based on the detected at least one of the second sewing position and the second sewing angle, the sewn pattern having at least one sewn stitch that is included in the plurality of stitches of the embroidery pattern; correcting data to be used to sew the pattern to be sewn included in the embroidery data based on the set at least one of the third sewing position and the third sewing angle; and causing the sewing device to restart sewing the embroidery pattern in accordance with the embroidery data including the corrected data for the pattern to be sewn.","D05B D05C ","D05B:SEWING (appliances for the tailoring trade A41H; sewing tables A47B29/00; sewing in bookbinding B42B2/00; sewing machines modified for knitting D04B39/08)
;D05C:EMBROIDERING; TUFTING (making non-woven fabrics D04H; sewing D05B)
;","D"
"9670600","2017-06-06","1. A spinning unit for an air jet spinning machine, comprising: a spinning nozzle configured to manufacture yarn from a fiber strand, the spinning nozzle further comprising: an additive supply in communication with the spinning nozzle to supply the spinning nozzle with an additive; the yarn forming element further comprising at least one additive duct defined therein that ends in the vortex chamber or the draw off channel, the additive duct oriented obliquely relative to a transport direction of the yarn through the draw off channel; and the additive supply further comprising at least one additive supply line that is fluidically connected to the additive duct, so that an additive introduced through the additive supply line into the additive duct is introduced into one or both of the draw off channel or the vortex chamber.","D01H ","D01H:SPINNING OR TWISTING (twisting oakum D01G35/00; crimping or curling of fibres, filaments, or yarns D02G1/00)
;","D"
